trinity_mixed 	description	logFC	logCPM	PValue	FDR	uniprot_id	organism	evalue	Name	length	Domains	Protein Families							
comp20350_c0_seq2	-	5.825431197	2.87234528	4.46E-05	0.007993547	-	-	-	NaN	-									
comp8272_c0_seq1	-	5.850999604	1.424455509	0.001857764	0.092556842	-	-	-	NaN	-									
comp15743_c0_seq1	-	5.85564848	1.61981092	0.001866203	0.092755682	-	-	-	NaN	-									
comp42437_c0_seq1	-	5.85564848	1.500363693	0.001168227	0.070680072	-	-	-	NaN	-									
comp48853_c0_seq1	-	5.912333913	2.046233504	0.000333496	0.031947249	-	-	-	NaN	-									
comp38774_c0_seq1	-	5.932212602	2.10091393	0.001778476	0.090297423	-	-	-	NaN	-									
comp37168_c0_seq1	-	5.933812124	1.919344421	0.000437692	0.03877293	-	-	-	NaN	-									
comp19114_c0_seq1	-	5.983921073	1.497072526	0.001437404	0.079853399	-	-	-	NaN	-									
comp48630_c0_seq1	-	5.985530664	1.734660749	0.000953248	0.062847109	-	-	-	NaN	-									
comp15023_c0_seq1	-	6.007658934	2.225560708	0.000136693	0.017609874	-	-	-	NaN	-									
comp42510_c0_seq1	-	6.026350132	1.725575181	0.000594259	0.047153672	-	-	-	NaN	-									
comp27364_c0_seq1	-	6.045457054	3.44121387	1.49E-05	0.003542982	-	-	-	NaN	-									
comp15452_c0_seq1	-	6.058194019	1.328641936	0.001517001	0.082436613	-	-	-	NaN	-									
comp16445_c0_seq1	-	6.089350184	1.275482564	0.001970322	0.096208706	-	-	-	NaN	-									
comp38918_c0_seq1	-	6.141779555	3.157946545	3.93E-06	0.001325674	-	-	-	NaN	-									
comp16700_c0_seq1	-	6.157208353	1.766057926	0.000361406	0.033407357	-	-	-	NaN	-									
comp40483_c0_seq1	-	6.188278414	1.359538045	0.001299291	0.0754531	-	-	-	NaN	-									
comp47015_c0_seq1	-	6.203186788	3.327948098	0.000388449	0.035181668	-	-	-	NaN	-									
comp29743_c0_seq3	-	6.205436706	4.275869661	4.51E-06	0.001479618	-	-	-	NaN	-									
comp5692_c0_seq1	-	6.224144493	2.569796379	1.47E-05	0.003542982	-	-	-	NaN	-									
comp7386_c0_seq1	-	6.23577268	1.365780529	0.001400969	0.07851032	-	-	-	NaN	-									
comp5693_c0_seq1	-	6.256508531	1.973593853	0.000233323	0.025145042	-	-	-	NaN	-									
comp12257_c0_seq1	-	6.26888092	1.477466697	0.001090142	0.067641679	-	-	-	NaN	-									
comp6437_c0_seq1	-	6.275487058	2.003767434	0.000267154	0.027660602	-	-	-	NaN	-									
comp20203_c0_seq1	-	6.278646823	1.21493367	0.001308279	0.07553415	-	-	-	NaN	-									
comp41252_c0_seq1	-	6.288347062	1.483460852	0.000932794	0.06213823	-	-	-	NaN	-									
comp45858_c0_seq1	-	6.297982516	1.07857004	0.002085087	0.098502253	-	-	-	NaN	-									
comp8096_c0_seq1	-	6.316985677	1.610668568	0.000790474	0.055985016	-	-	-	NaN	-									
comp11551_c0_seq1	-	6.335893411	1.301035125	0.000930853	0.062101171	-	-	-	NaN	-									
comp38718_c0_seq1	-	6.345217496	1.565025834	0.001698508	0.087727546	-	-	-	NaN	-									
comp23230_c0_seq1	-	6.387126239	3.057218122	3.76E-06	0.001285354	-	-	-	NaN	-									
comp44285_c0_seq1	-	6.424733425	1.526472453	0.000680627	0.051197756	-	-	-	NaN	-									
comp20174_c0_seq1	-	6.461246293	1.679103574	0.001094522	0.067676183	-	-	-	NaN	-									
comp44566_c0_seq1	-	6.461246293	1.712696533	0.001719038	0.088142727	-	-	-	NaN	-									
comp29299_c0_seq1	-	6.495545462	6.980542505	9.98E-05	0.014116265	-	-	-	NaN	-									
comp22032_c0_seq2	-	6.520061654	1.295371053	0.001791864	0.090464928	-	-	-	NaN	-									
comp22410_c0_seq1	-	6.520879505	3.457874371	0.000219151	0.024375158	-	-	-	NaN	-									
comp26052_c0_seq1	-	6.558774825	1.490684067	0.001726151	0.088341113	-	-	-	NaN	-									
comp8176_c0_seq1	-	6.569862797	1.614784708	0.00050568	0.042660438	-	-	-	NaN	-									
comp8851_c0_seq2	-	6.569862797	2.349971033	0.000516022	0.043160999	-	-	-	NaN	-									
comp15877_c0_seq2	-	6.5808662	1.909888023	7.70E-05	0.01191113	-	-	-	NaN	-									
comp11260_c0_seq1	-	6.623309395	1.377797765	0.000563961	0.045638106	-	-	-	NaN	-									
comp8843_c0_seq1	-	6.629368644	1.932286095	6.90E-05	0.011007787	-	-	-	NaN	-									
comp18836_c0_seq1	-	6.668579259	1.909811479	0.000626349	0.048666306	-	-	-	NaN	-									
comp26587_c0_seq1	-	6.70718255	3.80498313	1.62E-07	0.000127503	-	-	-	NaN	-									
comp39832_c0_seq1	-	6.719659042	1.94572534	0.000215088	0.024107034	-	-	-	NaN	-									
comp38898_c0_seq1	-	6.73392714	1.967107325	0.000241608	0.025747413	-	-	-	NaN	-									
comp6231_c0_seq1	-	6.823381167	2.038138196	0.000110178	0.015049948	-	-	-	NaN	-									
comp19227_c0_seq1	-	6.849825679	1.51759112	0.000274824	0.028194274	-	-	-	NaN	-									
comp37418_c0_seq1	-	6.883890841	1.192925589	0.002105144	0.098928531	-	-	-	NaN	-									
comp7438_c0_seq1	-	6.938741192	2.189754923	0.000379501	0.034651307	-	-	-	NaN	-									
comp42469_c0_seq1	-	7.025430866	1.914688885	0.001638439	0.085811311	-	-	-	NaN	-									
comp14716_c0_seq1	-	7.060615543	5.398497604	1.13E-05	0.002929553	-	-	-	NaN	-									
comp7365_c0_seq1	-	7.079472896	1.48967756	0.000738696	0.053761717	-	-	-	NaN	-									
comp40150_c0_seq1	-	7.107140378	2.358207031	0.000237729	0.025497261	-	-	-	NaN	-									
comp8253_c0_seq1	-	7.12348971	2.32127091	2.20E-05	0.004817671	-	-	-	NaN	-									
comp14523_c0_seq1	-	7.154091974	1.086287033	0.00189758	0.093795278	-	-	-	NaN	-									
comp39614_c0_seq1	-	7.182246983	1.541938953	0.000709036	0.05245465	-	-	-	NaN	-									
comp42874_c0_seq1	-	7.191511193	1.510991551	0.000604876	0.047650726	-	-	-	NaN	-									
comp5856_c0_seq1	-	7.21038936	2.990015898	0.000110444	0.015049948	-	-	-	NaN	-									
comp6982_c0_seq1	-	7.321477686	7.045045473	7.45E-06	0.002197122	-	-	-	NaN	-									
comp14626_c0_seq1	-	7.34052999	1.593807676	0.000301403	0.029905222	-	-	-	NaN	-									
comp21471_c0_seq1	-	7.397680906	1.186020554	0.001273583	0.074832626	-	-	-	NaN	-									
comp44148_c0_seq1	-	7.43715987	1.816497988	0.000308477	0.030182135	-	-	-	NaN	-									
comp35118_c0_seq41	-	7.643393147	5.541845765	4.51E-06	0.001479618	-	-	-	NaN	-									
comp40248_c0_seq1	-	7.775770679	1.398841839	0.000712826	0.052561528	-	-	-	NaN	-									
comp38021_c0_seq1	-	7.876854258	1.488430912	0.000504155	0.042645803	-	-	-	NaN	-									
comp42675_c0_seq1	-	8.020336368	5.30301714	1.09E-05	0.002894736	-	-	-	NaN	-									
comp25087_c0_seq1	-	8.031518189	4.718791137	1.41E-06	0.000594715	-	-	-	NaN	-									
comp23040_c0_seq1	-	8.213376713	2.625275307	0.00010469	0.014588706	-	-	-	NaN	-									
comp12694_c0_seq1	-	8.296458628	6.203455726	1.07E-05	0.002844061	-	-	-	NaN	-									
comp7180_c0_seq1	-	8.902003982	0.961372725	0.001799773	0.090660003	-	-	-	NaN	-									
comp45061_c0_seq1	-	8.915151954	1.065351401	0.002100249	0.098802046	-	-	-	NaN	-									
comp49253_c0_seq1	-	8.928181183	1.047327522	0.001720309	0.088142727	-	-	-	NaN	-									
comp5717_c0_seq1	-	8.928181183	0.854324278	0.002063419	0.09825164	-	-	-	NaN	-									
comp20233_c0_seq1	-	8.938050415	3.248762039	1.05E-07	8.74E-05	-	-	-	NaN	-									
comp49064_c0_seq1	-	8.953891861	1.111114941	0.001989899	0.096444506	-	-	-	NaN	-									
comp27090_c1_seq1	-	8.966577392	1.075074664	0.001448741	0.080185134	-	-	-	NaN	-									
comp46059_c0_seq1	-	8.979152352	1.12470618	0.001615507	0.08520567	-	-	-	NaN	-									
comp15276_c0_seq2	-	8.991618652	1.095319475	0.001305937	0.07553415	-	-	-	NaN	-									
comp36945_c0_seq1	-	9.003978152	1.156114712	0.00157037	0.084018136	-	-	-	NaN	-									
comp39915_c0_seq1	-	9.003978152	1.071908398	0.001224436	0.073039072	-	-	-	NaN	-									
comp44880_c0_seq1	-	9.003978152	1.108353656	0.001240817	0.073388286	-	-	-	NaN	-									
comp44655_c0_seq1	-	9.016232668	1.139102169	0.00123732	0.073278101	-	-	-	NaN	-									
comp16634_c0_seq2	-	9.028383968	1.145870649	0.001166612	0.070677783	-	-	-	NaN	-									
comp37751_c0_seq1	-	9.028383968	1.145866892	0.001164603	0.070651535	-	-	-	NaN	-									
comp19730_c0_seq2	-	9.052383774	1.217141349	0.001630311	0.08548548	-	-	-	NaN	-									
comp51483_c0_seq1	-	9.052383774	1.07604451	0.001047467	0.066138073	-	-	-	NaN	-									
comp16523_c0_seq1	-	9.064235602	1.217635888	0.001296369	0.075381057	-	-	-	NaN	-									
comp44859_c0_seq1	-	9.064235602	0.963322352	0.001315718	0.07553415	-	-	-	NaN	-									
comp21001_c0_seq1	-	9.087651105	1.219058886	0.000996588	0.06391851	-	-	-	NaN	-									
comp35998_c0_seq1	-	9.087651105	1.247164838	0.001295117	0.075381057	-	-	-	NaN	-									
comp15122_c0_seq1	-	9.110692628	1.123247092	0.000834965	0.058305725	-	-	-	NaN	-									
comp20605_c0_seq1	-	9.122076842	0.8254759	0.002038744	0.097731287	-	-	-	NaN	-									
comp26707_c0_seq1	-	9.122076842	0.825475135	0.002037153	0.097731287	-	-	-	NaN	-									
comp18709_c0_seq1	-	9.144579269	1.212236884	0.000708812	0.05245465	-	-	-	NaN	-									
comp49589_c0_seq1	-	9.144579269	1.299580569	0.000979947	0.063579028	-	-	-	NaN	-									
comp8565_c0_seq1	-	9.155700218	0.946638619	0.001308327	0.07553415	-	-	-	NaN	-									
comp25351_c0_seq1	-	9.177688198	1.349431927	0.001293211	0.075381057	-	-	-	NaN	-									
comp47392_c0_seq1	-	9.177688198	1.306920007	0.000686468	0.051431225	-	-	-	NaN	-									
comp6008_c0_seq2	-	9.177688198	1.328032604	0.000816813	0.057487209	-	-	-	NaN	-									
comp46608_c0_seq1	-	9.199346086	1.249778315	0.000554447	0.045276775	-	-	-	NaN	-									
comp43847_c0_seq1	-	9.220683646	0.830357845	0.002002987	0.096869358	-	-	-	NaN	-									
comp14557_c0_seq1	-	9.231235238	1.387890253	0.00072549	0.053145713	-	-	-	NaN	-									
comp15630_c0_seq1	-	9.241710217	1.393499352	0.00064905	0.049571023	-	-	-	NaN	-									
comp15305_c0_seq4	-	9.247388376	5.000374257	4.32E-08	4.40E-05	-	-	-	NaN	-									
comp14028_c0_seq1	-	9.252109688	1.302186905	0.000438479	0.03877293	-	-	-	NaN	-									
comp38525_c0_seq1	-	9.252109688	0.937795527	0.00131061	0.07553415	-	-	-	NaN	-									
comp35750_c0_seq1	-	9.272686407	0.966591412	0.001138754	0.069648889	-	-	-	NaN	-									
comp48128_c0_seq1	-	9.272686407	0.87225781	0.001689127	0.087545605	-	-	-	NaN	-									
comp13913_c0_seq1	-	9.282865748	0.824045181	0.002135485	0.099935347	-	-	-	NaN	-									
comp23205_c1_seq1	-	9.282865748	0.987233476	0.001046898	0.066138073	-	-	-	NaN	-									
comp47498_c0_seq1	-	9.282865748	1.219108511	0.00046888	0.04058073	-	-	-	NaN	-									
comp38964_c0_seq1	-	9.303011462	1.465851415	0.000621187	0.048433128	-	-	-	NaN	-									
comp9558_c1_seq1	-	9.303011462	1.226558371	0.00044188	0.038949596	-	-	-	NaN	-									
comp7244_c0_seq1	-	9.312979799	1.148882568	0.000558639	0.045371197	-	-	-	NaN	-									
comp9033_c0_seq1	-	9.312979799	0.842346716	0.001960184	0.095937754	-	-	-	NaN	-									
comp14980_c0_seq1	-	9.322879732	1.004772511	0.000965022	0.063158904	-	-	-	NaN	-									
comp6077_c0_seq1	-	9.322879732	1.452497168	0.000378671	0.034646042	-	-	-	NaN	-									
comp6308_c0_seq1	-	9.322879732	1.438098877	0.000350421	0.032813644	-	-	-	NaN	-									
comp6371_c0_seq1	-	9.322879732	0.959599515	0.001180535	0.071136781	-	-	-	NaN	-									
comp15301_c0_seq1	-	9.332712193	0.927705884	0.001372018	0.077728545	-	-	-	NaN	-									
comp23293_c0_seq3	-	9.342478096	1.505860252	0.000531959	0.044001417	-	-	-	NaN	-									
comp47647_c0_seq1	-	9.342478096	1.415448945	0.000291697	0.029134771	-	-	-	NaN	-									
comp13653_c0_seq1	-	9.36181379	1.460067512	0.000282555	0.02859876	-	-	-	NaN	-									
comp50157_c0_seq1	-	9.36181379	1.193811637	0.00045279	0.03957015	-	-	-	NaN	-									
comp11937_c0_seq1	-	9.371385317	0.91251622	0.00148637	0.081095691	-	-	-	NaN	-									
comp16215_c0_seq1	-	9.371385317	1.45133468	0.000258587	0.027086414	-	-	-	NaN	-									
comp49249_c0_seq1	-	9.371385317	1.539867936	0.000548631	0.044975807	-	-	-	NaN	-									
comp16093_c0_seq1	-	9.390339946	0.86692698	0.001884655	0.093465564	-	-	-	NaN	-									
comp19789_c0_seq1	-	9.390339946	1.08091648	0.000703577	0.05230972	-	-	-	NaN	-									
comp25967_c0_seq1	-	9.390339946	1.110768257	0.000615947	0.048108233	-	-	-	NaN	-									
comp8592_c0_seq1	-	9.390339946	1.04427842	0.000828686	0.058140264	-	-	-	NaN	-									
comp16180_c0_seq1	-	9.399724684	0.923026816	0.001465072	0.080789774	-	-	-	NaN	-									
comp43941_c0_seq1	-	9.399724684	0.875186204	0.001839721	0.092335362	-	-	-	NaN	-									
comp12611_c0_seq1	-	9.427518079	0.992306349	0.001052575	0.066276718	-	-	-	NaN	-									
comp15716_c0_seq1	-	9.427518079	1.15005235	0.000514544	0.043151147	-	-	-	NaN	-									
comp20695_c0_seq1	-	9.436664818	1.272469778	0.000314631	0.030664201	-	-	-	NaN	-									
comp19031_c0_seq1	-	9.445753932	1.17497384	0.000461483	0.040197776	-	-	-	NaN	-									
comp15826_c1_seq1	-	9.454786141	0.970077735	0.001194545	0.07178798	-	-	-	NaN	-									
comp24784_c0_seq1	-	9.454786141	1.263778563	0.00031842	0.030832457	-	-	-	NaN	-									
comp6924_c0_seq1	-	9.463762155	1.594048776	0.000202619	0.023055312	-	-	-	NaN	-									
comp6948_c0_seq1	-	9.463762155	0.925022446	0.001557953	0.083648087	-	-	-	NaN	-									
comp15386_c0_seq1	-	9.472682667	1.464676325	0.000167154	0.020199041	-	-	-	NaN	-									
comp15972_c0_seq1	-	9.481548361	1.018435316	0.000972389	0.063455842	-	-	-	NaN	-									
comp48814_c0_seq1	-	9.481548361	1.642513811	0.000285432	0.028691684	-	-	-	NaN	-									
comp44078_c0_seq1	-	9.490359906	1.503068191	0.000145452	0.018520648	-	-	-	NaN	-									
comp46909_c0_seq1	-	9.499117959	1.008144741	0.001026278	0.065355225	-	-	-	NaN	-									
comp7278_c0_seq1	-	9.499117959	1.41505473	0.000176504	0.020823711	-	-	-	NaN	-									
comp6769_c0_seq1	-	9.507823166	1.677775422	0.000343031	0.032376362	-	-	-	NaN	-									
comp17735_c0_seq1	-	9.525077566	0.906632981	0.001972158	0.096208706	-	-	-	NaN	-									
comp43851_c0_seq1	-	9.525077566	1.091620057	0.000687172	0.051431225	-	-	-	NaN	-									
comp44122_c0_seq1	-	9.525077566	1.073557402	0.000754193	0.054211564	-	-	-	NaN	-									
comp46824_c0_seq1	-	9.525077566	1.690941897	0.000273131	0.028084928	-	-	-	NaN	-									
comp21000_c0_seq1	-	9.533627993	1.66231459	0.000145829	0.018520648	-	-	-	NaN	-									
comp41968_c0_seq1	-	9.533627993	1.044085696	0.000893242	0.06040091	-	-	-	NaN	-									
comp10590_c0_seq1	-	9.542128042	1.679374102	0.000152026	0.018985023	-	-	-	NaN	-									
comp44160_c0_seq1	-	9.542128042	1.633797799	0.000116458	0.01563181	-	-	-	NaN	-									
comp8740_c0_seq1	-	9.550578305	1.331425684	0.000220922	0.024455208	-	-	-	NaN	-									
comp19183_c0_seq1	-	9.558979359	1.285954714	0.000275746	0.028224278	-	-	-	NaN	-									
comp16699_c0_seq1	-	9.567331777	0.998440003	0.001205855	0.072370678	-	-	-	NaN	-									
comp19660_c0_seq1	-	9.592102753	1.703055193	9.96E-05	0.014116265	-	-	-	NaN	-									
comp39985_c0_seq1	-	9.592102753	1.141502888	0.000551672	0.045132406	-	-	-	NaN	-									
comp15003_c0_seq1	-	9.600266124	1.592179308	8.59E-05	0.012947032	-	-	-	NaN	-									
comp37587_c0_seq1	-	9.600266124	1.77113831	0.000243507	0.025747413	-	-	-	NaN	-									
comp44652_c0_seq1	-	9.600266124	1.707651754	9.42E-05	0.013562384	-	-	-	NaN	-									
comp29583_c0_seq1	-	9.616455584	1.450700636	0.000127347	0.016596616	-	-	-	NaN	-									
comp16705_c0_seq1	-	9.624482692	0.961185933	0.001988512	0.096444506	-	-	-	NaN	-									
comp45639_c0_seq1	-	9.624482692	1.795596627	0.000224536	0.024794047	-	-	-	NaN	-									
comp24990_c1_seq1	-	9.632465385	0.962329018	0.002079302	0.098481871	-	-	-	NaN	-									
comp46757_c0_seq1	-	9.632465385	1.186609416	0.000443963	0.038949596	-	-	-	NaN	-									
comp47168_c0_seq1	-	9.663961657	1.488091252	0.000104781	0.014588706	-	-	-	NaN	-									
comp21118_c0_seq1	-	9.671729446	1.278490283	0.00028419	0.028631047	-	-	-	NaN	-									
comp9859_c0_seq1	-	9.679455636	1.749046492	5.67E-05	0.009635955	-	-	-	NaN	-									
comp5795_c0_seq1	-	9.687140669	1.851271395	0.000130617	0.016973334	-	-	-	NaN	-									
comp50681_c0_seq1	-	9.694784982	1.04805422	0.001319219	0.07553415	-	-	-	NaN	-									
comp16672_c0_seq1	-	9.709953157	1.31958007	0.000230312	0.025017435	-	-	-	NaN	-									
comp7877_c0_seq2	-	9.709953157	1.437448553	0.000125727	0.01643316	-	-	-	NaN	-									
comp13892_c0_seq1	-	9.732410532	1.86106191	5.59E-05	0.00960216	-	-	-	NaN	-									
comp20529_c0_seq1	-	9.754523682	1.511493221	8.39E-05	0.012754785	-	-	-	NaN	-									
comp42089_c0_seq1	-	9.761820047	1.866714852	4.08E-05	0.007461052	-	-	-	NaN	-									
comp6292_c0_seq1	-	9.761820047	1.909271529	6.20E-05	0.010109101	-	-	-	NaN	-									
comp9193_c0_seq1	-	9.761820047	1.916350886	7.17E-05	0.011353789	-	-	-	NaN	-									
comp17094_c0_seq1	-	9.769079697	1.391773731	0.000159789	0.019596484	-	-	-	NaN	-									
comp47290_c0_seq1	-	9.783490315	1.850458356	3.22E-05	0.006306051	-	-	-	NaN	-									
comp38960_c0_seq1	-	9.804839892	1.929398826	3.84E-05	0.007238302	-	-	-	NaN	-									
comp13698_c0_seq1	-	9.853460228	1.638353095	4.25E-05	0.007754171	-	-	-	NaN	-									
comp19229_c0_seq1	-	9.860274137	1.450827518	0.000117613	0.015739842	-	-	-	NaN	-									
comp7143_c0_seq1	-	9.860274137	1.398506361	0.000163389	0.019797423	-	-	-	NaN	-									
comp45337_c0_seq1	-	9.887212441	2.060756349	8.61E-05	0.012947032	-	-	-	NaN	-									
comp20208_c0_seq2	-	9.900495287	2.067556568	5.63E-05	0.00960216	-	-	-	NaN	-									
comp10689_c1_seq1	-	9.913656953	1.39590104	0.000182855	0.021292904	-	-	-	NaN	-									
comp34713_c0_seq1	-	9.923373507	6.088490109	5.89E-06	0.001796817	-	-	-	NaN	-									
comp20440_c0_seq1	-	9.92669963	2.100569725	7.29E-05	0.011460588	-	-	-	NaN	-									
comp15450_c0_seq1	-	9.946045191	1.507547103	8.68E-05	0.012977815	-	-	-	NaN	-									
comp39401_c0_seq1	-	9.954081383	6.116876463	2.33E-07	0.000166126	-	-	-	NaN	-									
comp35859_c0_seq1	-	9.977722255	1.360491608	0.000300746	0.029905222	-	-	-	NaN	-									
comp36302_c0_seq1	-	9.996399926	1.301619766	0.000841633	0.058408785	-	-	-	NaN	-									
comp43652_c0_seq1	-	10.00257247	1.417773508	0.0001953	0.022450536	-	-	-	NaN	-									
comp26905_c0_seq1	-	10.02093319	2.109171507	9.18E-06	0.002572188	-	-	-	NaN	-									
comp15364_c0_seq1	-	10.05102449	1.736164017	2.22E-05	0.004841206	-	-	-	NaN	-									
comp15007_c0_seq1	-	10.05696816	1.815351573	1.44E-05	0.003534461	-	-	-	NaN	-									
comp23335_c0_seq1	-	10.08050096	2.166943699	6.48E-06	0.001948767	-	-	-	NaN	-									
comp35759_c0_seq1	-	10.0953936	5.849232947	1.74E-08	2.30E-05	-	-	-	NaN	-									
comp26098_c0_seq1	-	10.10365604	1.585141036	6.53E-05	0.010529404	-	-	-	NaN	-									
comp14436_c0_seq1	-	10.1150957	1.419022805	0.000548755	0.044975807	-	-	-	NaN	-									
comp9656_c0_seq1	-	10.13208688	1.707256987	2.77E-05	0.005629247	-	-	-	NaN	-									
comp15113_c0_seq1	-	10.14888028	1.608173169	6.09E-05	0.010026304	-	-	-	NaN	-									
comp10439_c0_seq1	-	10.18732098	2.363370865	2.98E-05	0.005961251	-	-	-	NaN	-									
comp24189_c1_seq2	-	10.18732098	2.331522916	7.80E-06	0.002270698	-	-	-	NaN	-									
comp43807_c0_seq1	-	10.2194741	2.31792175	3.49E-06	0.001211713	-	-	-	NaN	-									
comp48053_c0_seq1	-	10.22476396	2.377731656	7.87E-06	0.00227625	-	-	-	NaN	-									
comp7318_c0_seq1	-	10.2300345	2.398526506	1.41E-05	0.003504214	-	-	-	NaN	-									
comp19071_c0_seq1	-	10.23528586	2.252413201	2.11E-06	0.000830279	-	-	-	NaN	-									
comp16186_c0_seq1	-	10.2612597	1.892120927	7.95E-06	0.002283856	-	-	-	NaN	-									
comp7681_c0_seq1	-	10.30686575	2.461730469	5.66E-06	0.0017507	-	-	-	NaN	-									
comp20070_c0_seq3	-	10.32175293	2.484153423	6.93E-06	0.002057228	-	-	-	NaN	-									
comp8950_c0_seq1	-	10.32175293	2.498831765	1.89E-05	0.004283746	-	-	-	NaN	-									
comp27829_c0_seq1	-	10.39865635	2.073574685	2.36E-06	0.000911045	-	-	-	NaN	-									
comp6189_c0_seq1	-	10.39865635	2.578754601	2.13E-05	0.004729269	-	-	-	NaN	-									
comp44250_c0_seq1	-	10.40798732	2.551528211	2.57E-06	0.000977627	-	-	-	NaN	-									
comp37691_c0_seq1	-	10.42187159	2.599693641	1.38E-05	0.003449431	-	-	-	NaN	-									
comp15206_c0_seq1	-	10.4356235	1.98395445	5.00E-06	0.001569083	-	-	-	NaN	-									
comp21263_c0_seq1	-	10.44924557	2.62272029	8.07E-06	0.002304235	-	-	-	NaN	-									
comp8212_c0_seq1	-	10.45465136	7.570983681	8.41E-08	7.39E-05	-	-	-	NaN	-									
comp24611_c0_seq1	-	10.48935665	2.364351365	4.71E-07	0.00025463	-	-	-	NaN	-									
comp15138_c0_seq2	-	10.64740028	2.769061789	5.60E-07	0.0002854	-	-	-	NaN	-									
comp37684_c0_seq1	-	10.66307218	2.840613679	5.57E-06	0.001734944	-	-	-	NaN	-									
comp14935_c0_seq1	-	10.71662078	2.04710311	1.59E-05	0.003722419	-	-	-	NaN	-									
comp38991_c0_seq1	-	10.80403319	2.40141568	2.43E-07	0.000167544	-	-	-	NaN	-									
comp9343_c0_seq1	-	10.92595828	3.087895745	5.75E-07	0.000286206	-	-	-	NaN	-									
comp43997_c0_seq1	-	10.99095003	5.406904127	2.46E-06	0.000941986	-	-	-	NaN	-									
comp40602_c0_seq1	-	11.01719332	3.131824139	8.34E-08	7.39E-05	-	-	-	NaN	-									
comp17968_c0_seq2	-	11.02327772	3.206539302	4.56E-06	0.001480949	-	-	-	NaN	-									
comp8664_c0_seq1	-	11.11729221	3.285407944	4.17E-07	0.000242916	-	-	-	NaN	-									
comp25113_c0_seq4	-	11.16760162	3.000099967	7.13E-09	1.17E-05	-	-	-	NaN	-									
comp22909_c0_seq3	-	11.19481136	3.291633996	2.56E-08	3.12E-05	-	-	-	NaN	-									
comp46621_c0_seq1	-	11.30878905	3.448250998	5.06E-08	4.93E-05	-	-	-	NaN	-									
comp42959_c0_seq1	-	11.62311123	3.73444961	7.30E-09	1.17E-05	-	-	-	NaN	-									
comp39319_c0_seq1	-	11.65676839	3.124918684	4.43E-09	8.27E-06	-	-	-	NaN	-									
comp7843_c0_seq1	-	12.08532903	4.224313809	5.95E-09	1.07E-05	-	-	-	NaN	-									
comp25541_c0_seq1	-	12.45860966	4.034571256	4.15E-11	1.86E-07	-	-	-	NaN	-									
comp7228_c1_seq1	-	12.47930165	9.411657199	4.52E-06	0.001479618	-	-	-	NaN	-									
comp48088_c0_seq1	-	12.63783051	4.818327612	4.02E-08	4.19E-05	-	-	-	NaN	-									
comp25388_c0_seq1	-	12.80077378	4.985258725	7.41E-08	6.92E-05	-	-	-	NaN	-									
comp45415_c0_seq1	-	12.89834652	4.742239311	5.82E-12	3.73E-08	-	-	-	NaN	-									
comp38532_c0_seq1	-	13.76071658	5.948277998	4.43E-08	4.42E-05	-	-	-	NaN	-									
comp7276_c0_seq1	-	13.94226703	6.130885691	9.32E-08	7.88E-05	-	-	-	NaN	-									
comp7813_c0_seq1	-	14.92729225	7.116424064	3.48E-08	3.81E-05	-	-	-	NaN	-									
																			
																			
																			
																			
																			
																			
