	contig	logFC	logCPM	p-value	FDR	e-value	bitscore_x	Name	Unnamed: 0	db	entry	entryname	percent-id	align-length	mismatch	gap-opens	q.start	q.end	s.start	s.end	eval	bitscore_y	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs
306	TRINITY_DN13067_c0_g1_i2	-2.3090240961468798	6.73589620033391	0.0343898395012612	1				19589.0	sp	P0DKB4	T3HPD_SACKO	59.524	126.0	48.0	1.0	2.0	379.0	204.0	326.0	2.64e-45	164.0	P0DKB4	T3HPD_SACKO	reviewed	Trans-L-3-hydroxyproline dehydratase (EC 4.2.1.77) (Trans-3-hydroxy-L-proline dehydratase)	l3hypdh	Saccoglossus kowalevskii (Acorn worm)	326.0			hydro-lyase activity [GO:0016836]; trans-L-3-hydroxyproline dehydratase activity [GO:0050346]	hydro-lyase activity [GO:0016836]; trans-L-3-hydroxyproline dehydratase activity [GO:0050346]	GO:0016836; GO:0050346
307	TRINITY_DN155564_c0_g1_i1	-4.85403629132212	6.2524043682239805	0.0351088551070908	1				56785.0	sp	P51414	RL261_ARATH	67.347	147.0	41.0	3.0	7.0	429.0	1.0	146.0	8.22e-53	170.0	P51414	RL261_ARATH	reviewed	60S ribosomal protein L26-1	RPL26A At3g49910 F3A4.4 T16K5.260	Arabidopsis thaliana (Mouse-ear cress)	146.0	cytoplasmic translation [GO:0002181]; response to cold [GO:0009409]; ribosomal large subunit biogenesis [GO:0042273]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polysomal ribosome [GO:0042788]; vacuolar membrane [GO:0005774]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polysomal ribosome [GO:0042788]; vacuolar membrane [GO:0005774]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; response to cold [GO:0009409]; ribosomal large subunit biogenesis [GO:0042273]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005634; GO:0005730; GO:0005774; GO:0005829; GO:0005886; GO:0009409; GO:0022625; GO:0022626; GO:0042273; GO:0042788
308	TRINITY_DN150955_c0_g1_i1	-4.85404511548677	6.2524043682239805	0.0352534796681252	1																													
309	TRINITY_DN12860_c0_g1_i1	-4.85408217520916	6.2524043682239805	0.0358716969405337	1																													
310	TRINITY_DN8679_c0_g1_i4	-4.8494484936776905	6.25046658579796	0.0358916574086732	1				42765.0	sp	F7E727	NNRD_MACMU	59.42	69.0	28.0	0.0	20.0	226.0	31.0	99.0	2.21e-15	79.7	F7E727	NNRD_MACMU	reviewed	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein) (NAD(P)HX dehydratase)	NAXD CARKD	Macaca mulatta (Rhesus macaque)	389.0	nicotinamide nucleotide metabolic process [GO:0046496]	mitochondrion [GO:0005739]	mitochondrion [GO:0005739]; ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; ATP-dependent NAD(P)H-hydrate dehydratase activity [GO:0047453]; NADHX epimerase activity [GO:0052856]; NADPHX epimerase activity [GO:0052857]; nicotinamide nucleotide metabolic process [GO:0046496]	ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; ATP-dependent NAD(P)H-hydrate dehydratase activity [GO:0047453]; NADHX epimerase activity [GO:0052856]; NADPHX epimerase activity [GO:0052857]	GO:0005524; GO:0005739; GO:0046496; GO:0047453; GO:0052855; GO:0052856; GO:0052857
311	TRINITY_DN68271_c0_g1_i1	-4.84944815937665	6.25046658579796	0.0358975567266083	1																													
312	TRINITY_DN51631_c0_g1_i1	-4.84944748580995	6.25046658579796	0.0359094477925403	1																													
313	TRINITY_DN42672_c0_g1_i2	-4.84944658938676	6.25046658579796	0.0359252831419752	1																													
314	TRINITY_DN25646_c0_g1_i2	-4.84944586883902	6.25046658579796	0.0359380199317395	1																													
315	TRINITY_DN15258_c0_g1_i1	-4.84944529564926	6.25046658579796	0.0359481572210208	1																													
316	TRINITY_DN20434_c0_g1_i3	-4.8494450461192695	6.25046658579796	0.0359525718076001	1																													
317	TRINITY_DN23585_c0_g1_i1	-4.84944504079039	6.25046658579796	0.0359526660936724	1																													
318	TRINITY_DN168657_c0_g1_i1	-4.84944499452397	6.25046658579796	0.03595348472201	1																													
319	TRINITY_DN23399_c0_g1_i1	-4.8494449939952196	6.25046658579796	0.0359534940776786	1																													
320	TRINITY_DN167517_c0_g1_i1	-4.84944468159665	6.25046658579796	0.0359590223932262	1																													
321	TRINITY_DN21957_c0_g1_i1	-4.84944447811569	6.25046658579796	0.0359626240123371	1																													
322	TRINITY_DN2838_c0_g2_i6	-4.84944335859915	6.25046658579796	0.03598245005180101	1																													
323	TRINITY_DN12411_c0_g1_i1	-4.8494423313593495	6.25046658579796	0.0360006576595983	1																													
324	TRINITY_DN12154_c0_g1_i1	-4.8494415986818495	6.25046658579796	0.0360136534264271	1																													
325	TRINITY_DN105536_c0_g1_i1	-4.84944015574196	6.25046658579796	0.0360392698316991	1																													
326	TRINITY_DN10533_c1_g1_i1	-4.84943962455537	6.25046658579796	0.0360487074565682	1																													
327	TRINITY_DN104425_c0_g1_i1	-4.8494395917761395	6.25046658579796	0.0360492899796517	1				59062.0	sp	Q5SQM0	EMAL6_MOUSE	65.217	69.0	24.0	0.0	208.0	2.0	1155.0	1223.0	1.04e-25	101.0	Q5SQM0	EMAL6_MOUSE	reviewed	Echinoderm microtubule-associated protein-like 6 (EMAP-6) (Echinoderm microtubule-associated protein-like 5-like)	Eml6 Eml5l	Mus musculus (Mouse)	1958.0		cytoplasm [GO:0005737]; microtubule [GO:0005874]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule binding [GO:0008017]	microtubule binding [GO:0008017]	GO:0005737; GO:0005874; GO:0008017
328	TRINITY_DN104425_c0_g1_i1	-4.8494395917761395	6.25046658579796	0.0360492899796517	1				59063.0	sp	Q5SQM0	EMAL6_MOUSE	44.643	56.0	31.0	0.0	169.0	2.0	493.0	548.0	9.04e-13	64.3	Q5SQM0	EMAL6_MOUSE	reviewed	Echinoderm microtubule-associated protein-like 6 (EMAP-6) (Echinoderm microtubule-associated protein-like 5-like)	Eml6 Eml5l	Mus musculus (Mouse)	1958.0		cytoplasm [GO:0005737]; microtubule [GO:0005874]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule binding [GO:0008017]	microtubule binding [GO:0008017]	GO:0005737; GO:0005874; GO:0008017
329	TRINITY_DN104425_c0_g1_i1	-4.8494395917761395	6.25046658579796	0.0360492899796517	1				59064.0	sp	Q5SQM0	EMAL6_MOUSE	40.0	65.0	39.0	0.0	196.0	2.0	1848.0	1912.0	3.89e-11	59.7	Q5SQM0	EMAL6_MOUSE	reviewed	Echinoderm microtubule-associated protein-like 6 (EMAP-6) (Echinoderm microtubule-associated protein-like 5-like)	Eml6 Eml5l	Mus musculus (Mouse)	1958.0		cytoplasm [GO:0005737]; microtubule [GO:0005874]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule binding [GO:0008017]	microtubule binding [GO:0008017]	GO:0005737; GO:0005874; GO:0008017
330	TRINITY_DN10334_c0_g1_i1	-4.84943924757058	6.25046658579796	0.0360554078221317	1																													
331	TRINITY_DN115132_c0_g1_i1	-4.85409778330555	6.2524043682239805	0.0361374109392742	1																													
332	TRINITY_DN113129_c0_g1_i1	-4.85410021523269	6.2524043682239805	0.0361791031313848	1																													
333	TRINITY_DN101290_c0_g1_i1	-4.85411500025921	6.2524043682239805	0.0364342796930862	1																													
334	TRINITY_DN3104_c1_g2_i1	-5.03250416015396	6.34252649779629	0.0372890024815749	1				15086.0	sp	Q9NUD9	PIGV_HUMAN	37.154	506.0	245.0	15.0	1554.0	172.0	15.0	492.0	1.8599999999999996e-87	280.0	Q9NUD9	PIGV_HUMAN	reviewed	GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Phosphatidylinositol-glycan biosynthesis class V protein) (PIG-V)	PIGV	Homo sapiens (Human)	493.0	GPI anchor biosynthetic process [GO:0006506]; preassembly of GPI anchor in ER membrane [GO:0016254]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mannosyltransferase complex [GO:0031501]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mannosyltransferase complex [GO:0031501]; dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity [GO:0004584]; glycolipid mannosyltransferase activity [GO:0004376]; mannosyltransferase activity [GO:0000030]; GPI anchor biosynthetic process [GO:0006506]; preassembly of GPI anchor in ER membrane [GO:0016254]	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity [GO:0004584]; glycolipid mannosyltransferase activity [GO:0004376]; mannosyltransferase activity [GO:0000030]	GO:0000030; GO:0004376; GO:0004584; GO:0005789; GO:0006506; GO:0016021; GO:0016254; GO:0031501
335	TRINITY_DN161789_c0_g1_i1	-2.8747462332629903	6.51350248260312	0.0376470495546693	1																													
336	TRINITY_DN3482_c0_g2_i1	-2.8747447213554	6.51350248260312	0.0376774180633159	1																													
337	TRINITY_DN5726_c0_g1_i4	2.0409262014877703	6.93117816670163	0.0380946361408273	1				32220.0	sp	Q9P289	STK26_HUMAN	63.121	423.0	121.0	6.0	2208.0	964.0	14.0	409.0	2.039999999999999e-156	465.0	Q9P289	STK26_HUMAN	reviewed	Serine/threonine-protein kinase 26 (EC 2.7.11.1) (MST3 and SOK1-related kinase) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MASK)	STK26 MASK MST4	Homo sapiens (Human)	416.0	activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; cellular response to starvation [GO:0009267]; microvillus assembly [GO:0030033]; negative regulation of cell migration [GO:0030336]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of apoptotic process [GO:0042981]; regulation of hydrogen peroxide-induced cell death [GO:1903205]; response to hydrogen peroxide [GO:0042542]; signal transduction by protein phosphorylation [GO:0023014]	apical plasma membrane [GO:0016324]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle [GO:0005798]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; vesicle membrane [GO:0012506]	apical plasma membrane [GO:0016324]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi-associated vesicle [GO:0005798]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; vesicle membrane [GO:0012506]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; cellular response to starvation [GO:0009267]; microvillus assembly [GO:0030033]; negative regulation of cell migration [GO:0030336]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of apoptotic process [GO:0042981]; regulation of hydrogen peroxide-induced cell death [GO:1903205]; response to hydrogen peroxide [GO:0042542]; signal transduction by protein phosphorylation [GO:0023014]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	GO:0000139; GO:0000287; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005794; GO:0005798; GO:0005829; GO:0006468; GO:0006915; GO:0009267; GO:0012506; GO:0016020; GO:0016324; GO:0023014; GO:0030033; GO:0030336; GO:0032147; GO:0042542; GO:0042802; GO:0042803; GO:0042981; GO:0046777; GO:0048471; GO:0070062; GO:0071944; GO:1903205
338	TRINITY_DN32132_c0_g2_i2	-2.8773886219316296	6.51530487572897	0.039052977250085	1																													
339	TRINITY_DN3570_c1_g5_i1	-2.87739083922256	6.51530487572897	0.0390977026655601	1				29571.0	sp	P58743	S26A5_HUMAN	28.378	222.0	118.0	8.0	1041.0	469.0	531.0	742.0	3.73e-11	68.6	P58743	S26A5_HUMAN	reviewed	Prestin (Solute carrier family 26 member 5)	SLC26A5 PRES	Homo sapiens (Human)	744.0	cochlea development [GO:0090102]; fructose transmembrane transport [GO:0015755]; negative regulation of ion transmembrane transport [GO:0034766]; positive regulation of cell motility [GO:2000147]; positive regulation of cell size [GO:0045793]; protein tetramerization [GO:0051262]; regulation of cell shape [GO:0008360]; regulation of membrane potential [GO:0042391]; response to auditory stimulus [GO:0010996]; response to ischemia [GO:0002931]; response to potassium ion [GO:0035864]; response to salicylic acid [GO:0009751]; response to salt [GO:1902074]; response to thyroid hormone [GO:0097066]; sensory perception of sound [GO:0007605]	basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; lateral plasma membrane [GO:0016328]	basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; lateral plasma membrane [GO:0016328]; anion:anion antiporter activity [GO:0015301]; bicarbonate transmembrane transporter activity [GO:0015106]; chloride transmembrane transporter activity [GO:0015108]; oxalate transmembrane transporter activity [GO:0019531]; protein homodimerization activity [GO:0042803]; secondary active sulfate transmembrane transporter activity [GO:0008271]; spectrin binding [GO:0030507]; sulfate transmembrane transporter activity [GO:0015116]; transcription factor binding [GO:0008134]; cochlea development [GO:0090102]; fructose transmembrane transport [GO:0015755]; negative regulation of ion transmembrane transport [GO:0034766]; positive regulation of cell motility [GO:2000147]; positive regulation of cell size [GO:0045793]; protein tetramerization [GO:0051262]; regulation of cell shape [GO:0008360]; regulation of membrane potential [GO:0042391]; response to auditory stimulus [GO:0010996]; response to ischemia [GO:0002931]; response to potassium ion [GO:0035864]; response to salicylic acid [GO:0009751]; response to salt [GO:1902074]; response to thyroid hormone [GO:0097066]; sensory perception of sound [GO:0007605]	anion:anion antiporter activity [GO:0015301]; bicarbonate transmembrane transporter activity [GO:0015106]; chloride transmembrane transporter activity [GO:0015108]; oxalate transmembrane transporter activity [GO:0019531]; protein homodimerization activity [GO:0042803]; secondary active sulfate transmembrane transporter activity [GO:0008271]; spectrin binding [GO:0030507]; sulfate transmembrane transporter activity [GO:0015116]; transcription factor binding [GO:0008134]	GO:0002931; GO:0005737; GO:0005887; GO:0007605; GO:0008134; GO:0008271; GO:0008360; GO:0009751; GO:0010996; GO:0015106; GO:0015108; GO:0015116; GO:0015301; GO:0015755; GO:0016323; GO:0016328; GO:0019531; GO:0030507; GO:0034766; GO:0035864; GO:0042391; GO:0042803; GO:0045793; GO:0051262; GO:0090102; GO:0097066; GO:1902074; GO:2000147
340	TRINITY_DN10728_c0_g1_i2	2.89968797556605	6.5165066728818	0.0394477894671527	1				22621.0	sp	Q640B5	F174_XENLA	41.27	63.0	33.0	2.0	848.0	672.0	65.0	127.0	6.29e-06	49.7	Q640B5	F174_XENLA	reviewed	Membrane protein FAM174 (Transmembrane protein 157)	fam174	Xenopus laevis (African clawed frog)	176.0		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021
341	TRINITY_DN18495_c0_g1_i2	2.8996919263967995	6.5165066728818	0.0395772243474514	1																													
342	TRINITY_DN1933_c0_g2_i3	2.8996925018392496	6.5165066728818	0.0395960943498136	1				23049.0	sp	O43399	TPD54_HUMAN	38.462	143.0	77.0	2.0	170.0	598.0	56.0	187.0	4.6700000000000005e-23	101.0	O43399	TPD54_HUMAN	reviewed	Tumor protein D54 (hD54) (Tumor protein D52-like 2)	TPD52L2	Homo sapiens (Human)	206.0	regulation of cell population proliferation [GO:0042127]	cytoplasm [GO:0005737]; perinuclear region of cytoplasm [GO:0048471]	cytoplasm [GO:0005737]; perinuclear region of cytoplasm [GO:0048471]; catalytic activity [GO:0003824]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; regulation of cell population proliferation [GO:0042127]	catalytic activity [GO:0003824]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]	GO:0003723; GO:0003824; GO:0005737; GO:0042127; GO:0042803; GO:0046982; GO:0048471
343	TRINITY_DN4493_c0_g4_i1	2.8983965269238903	6.517107631690481	0.0398915749740116	1				49251.0	sp	Q6PAM0	AAKB2_MOUSE	56.25	144.0	55.0	2.0	2.0	433.0	136.0	271.0	6.84e-32	129.0	Q6PAM0	AAKB2_MOUSE	reviewed	5'-AMP-activated protein kinase subunit beta-2 (AMPK subunit beta-2)	Prkab2	Mus musculus (Mouse)	271.0	fatty acid biosynthetic process [GO:0006633]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of catalytic activity [GO:0050790]	apical plasma membrane [GO:0016324]; cAMP-dependent protein kinase complex [GO:0005952]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]	apical plasma membrane [GO:0016324]; cAMP-dependent protein kinase complex [GO:0005952]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; AMP-activated protein kinase activity [GO:0004679]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; fatty acid biosynthetic process [GO:0006633]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of catalytic activity [GO:0050790]	AMP-activated protein kinase activity [GO:0004679]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]	GO:0004679; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005952; GO:0006633; GO:0016324; GO:0019899; GO:0019901; GO:0031588; GO:0042802; GO:0050790; GO:0120162
